,length,0 kPa,10 kPa,20 kPa,30 kPa,40 kPa,50 kPa,dV/dL
43,124.55144512036374,0.0,23.963534600863383,47.927069201726766,71.89060380259015,95.85413840345353,119.81767300431693,0.0023963534600863383
44,124.45290883459116,0.0,23.949674751375557,47.899349502751114,71.84902425412668,95.79869900550223,119.7483737568778,0.0023949674751375556
45,124.35427758267724,0.0,23.93584043535124,47.87168087070248,71.80752130605372,95.74336174140495,119.67920217675619,0.0023935840435351237
46,124.25555143988461,0.0,23.922031588265337,47.844063176530675,71.76609476479601,95.68812635306135,119.61015794132669,0.002392203158826534
47,124.15673048154802,0.0,23.908248145919167,47.816496291838334,71.72474443775751,95.63299258367667,119.54124072959584,0.0023908248145919167
48,124.05781478307472,0.0,23.894490044438456,47.78898008887691,71.68347013331535,95.57796017775382,119.47245022219226,0.0023894490044438456
49,123.95880441994407,0.0,23.88075722027144,47.76151444054288,71.64227166081433,95.52302888108576,119.4037861013572,0.002388075722027144
50,123.85969946770796,0.0,23.86704961018695,47.7340992203739,71.60114883056085,95.4681984407478,119.33524805093474,0.0023867049610186947
51,123.76050000199025,0.0,23.85336715127246,47.70673430254492,71.56010145381738,95.41346860508985,119.2668357563623,0.002385336715127246
52,123.66120609848693,0.0,23.83970978093225,47.6794195618645,71.51912934279676,95.358839123729,119.19854890466127,0.002383970978093225
53,123.56181783296609,0.0,23.826077436885477,47.652154873770954,71.47823231065644,95.30430974754191,119.13038718442739,0.002382607743688548
54,123.46233528126787,0.0,23.812470057164337,47.62494011432867,71.437410171493,95.24988022865735,119.06235028582167,0.0023812470057164334
55,123.36275851930424,0.0,23.79888758011218,47.59777516022436,71.39666274033654,95.19555032044872,118.9944379005609,0.002379888758011218
56,123.26308762305914,0.0,23.785329944381722,47.570659888763444,71.35598983314516,95.14131977752689,118.9266497219086,0.002378532994438172
57,123.16332266858838,0.0,23.77179708893316,47.54359417786632,71.31539126679948,95.08718835573264,118.85898544466579,0.0023771797088933157
58,123.06346373201944,0.0,23.758288953032377,47.516577906064754,71.27486685909713,95.03315581212951,118.79144476516188,0.0023758288953032378
59,122.96351088955159,0.0,23.74480547624915,47.4896109524983,71.23441642874745,94.9792219049966,118.72402738124576,0.002374480547624915
60,122.86346421745577,0.0,23.731346598455357,47.46269319691071,71.19403979536608,94.92538639382143,118.65673299227679,0.0023731346598455357
61,122.7633237920744,0.0,23.71791225982317,47.43582451964634,71.15373677946951,94.87164903929268,118.58956129911584,0.002371791225982317
62,122.66308968982155,0.0,23.70450240082333,47.40900480164666,71.11350720246999,94.81800960329332,118.52251200411665,0.002370450240082333
63,122.56276198718275,0.0,23.691116962223365,47.38223392444673,71.0733508866701,94.76446784889346,118.45558481111682,0.0023691116962223364
64,122.46234076071501,0.0,23.67775588508586,47.35551177017172,71.03326765525757,94.71102354034343,118.3887794254293,0.002367775588508586
65,122.36182608704658,0.0,23.664419110766733,47.328838221533466,70.99325733230019,94.65767644306693,118.32209555383366,0.0023664419110766732
66,122.26121804287705,0.0,23.65110658091351,47.30221316182702,70.95331974274053,94.60442632365404,118.25553290456754,0.002365110658091351
67,122.16051670497737,0.0,23.63781823746361,47.27563647492722,70.91345471239082,94.55127294985444,118.18909118731803,0.0023637818237463607
68,122.05972215018953,0.0,23.624554022642677,47.249108045285354,70.87366206792802,94.49821609057071,118.12277011321338,0.0023624554022642678
69,121.95883445542673,0.0,23.611313878962875,47.22262775792575,70.83394163688862,94.4452555158515,118.05656939481437,0.002361131387896288
70,121.85785369767322,0.0,23.598097749221232,47.196195498442464,70.7942932476637,94.39239099688493,117.99048874610617,0.0023598097749221235
71,121.75677995398433,0.0,23.584905576497977,47.169811152995955,70.75471672949394,94.33962230599191,117.9245278824899,0.002358490557649798
72,121.65561330148624,0.0,23.571737304154887,47.14347460830977,70.71521191246467,94.28694921661955,117.85868652077444,0.0023571737304154887
73,121.55435381737604,0.0,23.55859287583366,47.11718575166732,70.67577862750099,94.23437150333464,117.79296437916831,0.002355859287583366
74,121.45300157892176,0.0,23.545472235454284,47.09094447090857,70.63641670636284,94.18188894181714,117.7273611772714,0.002354547223545428
75,121.35155666346216,0.0,23.532375327213433,47.06475065442687,70.5971259816403,94.12950130885373,117.66187663606716,0.0023532375327213434
76,121.25001914840662,0.0,23.519302095582848,47.038604191165696,70.55790628674855,94.07720838233139,117.59651047791425,0.002351930209558285
77,121.14838911123525,0.0,23.506252485307773,47.012504970615545,70.51875745592332,94.02500994123109,117.53126242653886,0.0023506252485307774
78,121.04666662949883,0.0,23.49322644140534,46.98645288281068,70.47967932421601,93.97290576562136,117.46613220702669,0.002349322644140534
79,120.94485178081855,0.0,23.480223909163016,46.96044781832603,70.44067172748905,93.92089563665206,117.40111954581509,0.0023480223909163015
80,120.8429446428863,0.0,23.467244834137055,46.93448966827411,70.40173450241117,93.86897933654822,117.3362241706853,0.002346724483413706
81,120.74094529346404,0.0,23.45428916215095,46.9085783243019,70.36286748645286,93.8171566486038,117.27144581075476,0.002345428916215095
82,120.63885381038449,0.0,23.441356839293856,46.88271367858771,70.32407051788157,93.76542735717543,117.20678419646927,0.0023441356839293856
83,120.53667027155036,0.0,23.4284478119191,46.8568956238382,70.28534343575731,93.7137912476764,117.14223905959551,0.0023428447811919104
84,120.43439475493474,0.0,23.415562026642675,46.83112405328535,70.24668607992803,93.6622481065707,117.07781013321339,0.002341556202664268
85,120.33202733858093,0.0,23.402699430341706,46.80539886068341,70.20809829102512,93.61079772136682,117.01349715170853,0.0023402699430341706
86,120.22956810060226,0.0,23.38985997015294,46.77971994030588,70.16957991045882,93.55943988061176,116.9492998507647,0.002338985997015294
87,120.12701711918227,0.0,23.377043593471303,46.754087186942606,70.13113078041391,93.50817437388521,116.88521796735651,0.00233770435934713
88,120.0243744725744,0.0,23.364250247948394,46.72850049589679,70.09275074384517,93.45700099179358,116.82125123974197,0.0023364250247948394
89,119.92164023910203,0.0,23.35147988149103,46.70295976298206,70.05443964447309,93.40591952596412,116.75739940745515,0.002335147988149103
90,119.81881449715848,0.0,23.33873244225979,46.67746488451958,70.01619732677936,93.35492976903916,116.69366221129894,0.002333873244225979
91,119.71589732520684,0.0,23.326007878667557,46.652015757335114,69.97802363600267,93.30403151467023,116.63003939333777,0.0023326007878667556
92,119.61288880178002,0.0,23.31330613937808,46.62661227875616,69.93991841813424,93.25322455751233,116.56653069689041,0.0023313306139378085
93,119.50978900548061,0.0,23.30062717330459,46.60125434660918,69.90188151991376,93.20250869321836,116.50313586652295,0.002330062717330459
94,119.40659801498091,0.0,23.28797092960831,46.57594185921662,69.86391278882492,93.15188371843324,116.43985464804155,0.002328797092960831
95,119.30331590902267,0.0,23.275337357697108,46.550674715394216,69.82601207309132,93.10134943078843,116.37668678848551,0.0023275337357697105
96,119.19994276641731,0.0,23.262726407224072,46.525452814448144,69.78817922167222,93.05090562889629,116.31363203612035,0.0023262726407224073
97,119.09647866604563,0.0,23.250138028086116,46.50027605617223,69.75041408425834,93.00055211234447,116.25069014043058,0.0023250138028086116
98,118.99292368685786,0.0,23.237572170422624,46.47514434084525,69.71271651126787,92.9502886816905,116.18786085211312,0.0023237572170422623
99,118.88927790787363,0.0,23.225028784614054,46.45005756922811,69.67508635384216,92.90011513845621,116.12514392307027,0.0023225028784614053
100,118.78554140818174,0.0,23.212507821280592,46.425015642561185,69.63752346384177,92.85003128512237,116.06253910640295,0.0023212507821280593
101,118.68171426694029,0.0,23.200009231280784,46.40001846256157,69.60002769384235,92.80003692512314,116.00004615640393,0.0023200009231280783
102,118.57779656337662,0.0,23.187532965710226,46.37506593142045,69.56259889713067,92.7501318628409,115.93766482855112,0.0023187532965710223
103,118.47378837678703,0.0,23.175078975900178,46.350157951800355,69.52523692770055,92.70031590360071,115.8753948795009,0.002317507897590018
104,118.36968978653691,0.0,23.162647213416296,46.32529442683259,69.48794164024889,92.65058885366518,115.81323606708149,0.00231626472134163
105,118.26550087206068,0.0,23.150237630057248,46.300475260114496,69.45071289017176,92.60095052022899,115.75118815028625,0.0023150237630057253
106,118.16122171286172,0.0,23.137850177853494,46.27570035570699,69.41355053356048,92.55140071141398,115.68925088926748,0.0023137850177853496
107,118.05685238851208,0.0,23.125484809065888,46.250969618131776,69.37645442719766,92.50193923626355,115.62742404532945,0.002312548480906589
108,117.95239297865288,0.0,23.113141476184477,46.226282952368955,69.33942442855344,92.45256590473791,115.5657073809224,0.002311314147618448
109,117.84784356299373,0.0,23.100820131927154,46.20164026385431,69.30246039578145,92.40328052770862,115.50410065963577,0.0023100820131927153
110,117.7432042213131,0.0,23.08852072923841,46.17704145847682,69.26556218771523,92.35408291695364,115.44260364619205,0.002308852072923841
111,117.63847503345805,0.0,23.076243221288074,46.15248644257615,69.22872966386423,92.3049728851523,115.38121610644038,0.0023076243221288074
112,117.53365607934408,0.0,23.063987561470046,46.12797512294009,69.19196268441013,92.25595024588019,115.31993780735023,0.0023063987561470043
113,117.42874743895533,0.0,23.05175370340105,46.1035074068021,69.15526111020316,92.2070148136042,115.25876851700524,0.002305175370340105
114,117.32374919234424,0.0,23.039541600919396,46.07908320183879,69.11862480275819,92.15816640367758,115.19770800459698,0.0023039541600919397
115,117.21866141963176,0.0,23.027351208083743,46.05470241616749,69.08205362425123,92.10940483233497,115.13675604041872,0.0023027351208083744
116,117.11348420100715,0.0,23.015182479171884,46.03036495834377,69.04554743751565,92.06072991668754,115.07591239585942,0.0023015182479171883
117,117.00821761672782,0.0,23.00303536867952,46.00607073735904,69.00910610603856,92.01214147471808,115.0151768433976,0.002300303536867952
118,116.90286174711935,0.0,22.99090983131906,45.98181966263812,68.97272949395717,91.96363932527623,114.95454915659528,0.0022990909831319055
119,116.79741667257561,0.0,22.978805822018387,45.957611644036774,68.93641746605518,91.91522328807355,114.89402911009195,0.002297880582201839
120,116.69188247355851,0.0,22.96672329591976,45.93344659183952,68.90016988775928,91.86689318367904,114.8336164795988,0.0022966723295919757
121,116.5862592305978,0.0,22.95466220837849,45.90932441675698,68.86398662513548,91.81864883351396,114.77331104189246,0.0022954662208378492
122,116.48054702429135,0.0,22.94262251496188,45.88524502992376,68.82786754488565,91.77049005984752,114.7131125748094,0.002294262251496188
123,116.37474593530482,0.0,22.930604171448,45.861208342896,68.791812514344,91.722416685792,114.65302085724,0.0022930604171448
124,116.26885604437177,0.0,22.918607133824548,45.837214267649095,68.75582140147365,91.67442853529819,114.59303566912274,0.002291860713382455
125,116.16287743229344,0.0,22.906631358287658,45.813262716575316,68.71989407486298,91.62652543315063,114.5331567914383,0.002290663135828766
126,116.05681017993881,0.0,22.89467680124082,45.78935360248164,68.68403040372246,91.57870720496328,114.4733840062041,0.002289467680124082
127,115.95065436824454,0.0,22.882743419293664,45.76548683858733,68.648230257881,91.53097367717466,114.41371709646833,0.0022882743419293666
128,115.84441007821479,0.0,22.870831169260892,45.741662338521785,68.61249350778267,91.48332467704357,114.35415584630448,0.0022870831169260896
129,115.7380773909213,0.0,22.85894000816111,45.71788001632222,68.57682002448333,91.43576003264444,114.29470004080555,0.0022858940008161108
130,115.63165638750324,0.0,22.847069893215735,45.69413978643147,68.54120967964721,91.38827957286294,114.23534946607867,0.0022847069893215735
131,115.5251471491671,0.0,22.835220781847877,45.67044156369575,68.50566234554364,91.3408831273915,114.17610390923939,0.0022835220781847877
132,115.41854975718681,0.0,22.82339263168124,45.64678526336248,68.4701778950437,91.29357052672496,114.1169631584062,0.002282339263168124
133,115.31186429290354,0.0,22.811585400539016,45.62317080107803,68.43475620161705,91.24634160215606,114.05792700269508,0.0022811585400539015
134,115.20509083772558,0.0,22.799799046442804,45.59959809288561,68.3993971393284,91.19919618577121,113.998995232214,0.00227997990464428
135,115.09822947312851,0.0,22.78803352761153,45.57606705522306,68.36410058283458,91.15213411044611,113.94016763805763,0.0022788033527611526
136,114.99128028065488,0.0,22.776288802460368,45.552577604920735,68.3288664073811,91.10515520984147,113.88144401230184,0.002277628880246037
137,114.88424334191431,0.0,22.76456482959968,45.52912965919936,68.29369448879903,91.05825931839873,113.8228241479984,0.002276456482959968
138,114.77711873858327,0.0,22.75286156783394,45.50572313566788,68.25858470350181,91.01144627133576,113.76430783916969,0.0022752861567833936
139,114.66990655240532,0.0,22.741178976160686,45.48235795232137,68.22353692848206,90.96471590464274,113.70589488080344,0.0022741178976160687
140,114.56260686519072,0.0,22.729517013769485,45.45903402753897,68.18855104130846,90.91806805507794,113.64758506884742,0.0022729517013769483
141,114.45521975881647,0.0,22.71787564004088,45.43575128008176,68.15362692012265,90.87150256016352,113.58937820020441,0.002271787564004088
142,114.34774531522636,0.0,22.706254814545346,45.41250962909069,68.11876444363604,90.82501925818138,113.53127407272675,0.0022706254814545347
143,114.24018361643077,0.0,22.694654497042293,45.38930899408459,68.08396349112688,90.77861798816917,113.47327248521145,0.002269465449704229
144,114.13253474450673,0.0,22.683074647479007,45.366149294958014,68.04922394243701,90.73229858991603,113.41537323739503,0.0022683074647479005
145,114.02479878159772,0.0,22.671515225989662,45.343030451979324,68.01454567796898,90.68606090395865,113.35757612994831,0.002267151522598966
146,113.91697580991374,0.0,22.659976192894312,45.319952385788625,67.97992857868293,90.63990477157725,113.29988096447155,0.002265997619289431
147,113.80906591173105,0.0,22.648457508697877,45.296915017395754,67.94537252609364,90.59383003479151,113.2422875434894,0.002264845750869788
148,113.7010691693924,0.0,22.636959134089153,45.273918268178306,67.91087740226746,90.54783653635661,113.18479567044577,0.0022636959134089154
149,113.59298566530674,0.0,22.625481029939813,45.250962059879626,67.87644308981943,90.50192411975925,113.12740514969906,0.0022625481029939815
150,113.48481548194918,0.0,22.614023157303446,45.22804631460689,67.84206947191034,90.45609262921379,113.07011578651723,0.0022614023157303447
151,113.37655870186107,0.0,22.602585477414568,45.205170954829136,67.80775643224372,90.41034190965827,113.01292738707286,0.002260258547741457
152,113.26821540764982,0.0,22.59116795168764,45.18233590337528,67.77350385506293,90.36467180675056,112.95583975843822,0.0022591167951687644
153,113.15978568198874,0.0,22.579770541716133,45.159541083432266,67.7393116251484,90.31908216686453,112.89885270858066,0.0022579770541716134
154,113.05126960761723,0.0,22.568393209271544,45.13678641854309,67.70517962781463,90.27357283708618,112.84196604635773,0.0022568393209271547
155,112.94266726734055,0.0,22.55703591630244,45.11407183260488,67.67110774890732,90.22814366520976,112.7851795815122,0.002255703591630244
156,112.8339787440297,0.0,22.545698624933543,45.091397249867086,67.63709587480062,90.18279449973417,112.7284931246677,0.002254569862493354
157,112.72520412062156,0.0,22.53438129746477,45.06876259492954,67.6031438923943,90.13752518985908,112.67190648732385,0.002253438129746477
158,112.61634348011866,0.0,22.52308389637028,45.04616779274056,67.56925168911084,90.09233558548112,112.61541948185139,0.002252308389637028
159,112.50739690558913,0.0,22.511806384297596,45.02361276859519,67.53541915289279,90.04722553719039,112.55903192148799,0.0022511806384297598
160,112.39836448016675,0.0,22.500548724066622,45.001097448133244,67.50164617219987,90.00219489626649,112.5027436203331,0.002250054872406662
161,112.28924628705077,0.0,22.48931087866878,44.97862175733756,67.46793263600634,89.95724351467511,112.44655439334389,0.002248931087866878
162,112.18004240950582,0.0,22.478092811266055,44.95618562253211,67.43427843379817,89.91237124506422,112.39046405633029,0.002247809281126606
163,112.07075293086208,0.0,22.466894485190128,44.933788970380256,67.40068345557039,89.86757794076051,112.33447242595065,0.002246689448519013
164,111.96137793451484,0.0,22.455715863941442,44.911431727882885,67.36714759182432,89.82286345576577,112.27857931970722,0.002245571586394144
165,111.85191750392488,0.0,22.444556911188336,44.88911382237667,67.333670733565,89.77822764475334,112.22278455594169,0.0022444556911188334
166,111.74237172261793,0.0,22.433417590766133,44.86683518153227,67.30025277229839,89.73367036306453,112.16708795383065,0.002243341759076613
167,111.63274067418503,0.0,22.422297866676278,44.844595733352556,67.26689360002884,89.68919146670511,112.11148933338139,0.002242229786667628
168,111.52302444228228,0.0,22.411197703085445,44.82239540617089,67.23359310925635,89.64479081234178,112.05598851542722,0.0022411197703085446
169,111.41322311063055,0.0,22.40011706432467,44.80023412864934,67.20035119297401,89.60046825729869,112.00058532162338,0.0022400117064324673
170,111.303336763016,0.0,22.389055914888495,44.77811182977699,67.16716774466549,89.55622365955398,111.9452795744425,0.0022389055914888495
171,111.19336548328933,0.0,22.378014219434082,44.756028438868164,67.13404265830223,89.51205687773633,111.89007109717039,0.002237801421943408
172,111.08330935536635,0.0,22.366991942780377,44.733983885560754,67.10097582834113,89.46796777112151,111.83495971390187,0.0022366991942780376
173,110.97316846322734,0.0,22.35598904990725,44.7119780998145,67.06796714972175,89.423956199629,111.77994524953627,0.0022355989049907253
174,110.8629428909174,0.0,22.345005505954674,44.69001101190935,67.03501651786402,89.3800220238187,111.72502752977337,0.002234500550595467
175,110.75263272254637,0.0,22.33404127622184,44.66808255244368,67.00212382866552,89.33616510488736,111.6702063811092,0.0022334041276221837
176,110.6422380422883,0.0,22.32309632616635,44.6461926523327,66.96928897849904,89.2923853046654,111.61548163083175,0.002232309632616635
177,110.5317589343821,0.0,22.3121706214034,44.6243412428068,66.93651186421019,89.2486824856136,111.56085310701701,0.00223121706214034
178,110.42119548313086,0.0,22.301264127704915,44.60252825540983,66.90379238311475,89.20505651081966,111.50632063852458,0.0022301264127704916
179,110.31054777290213,0.0,22.290376810998772,44.580753621997545,66.87113043299631,89.16150724399509,111.45188405499387,0.002229037681099877
180,110.19981588812776,0.0,22.279508637367957,44.559017274735915,66.83852591210388,89.11803454947183,111.39754318683978,0.002227950863736796
181,110.08899991330372,0.0,22.268659573049774,44.53731914609955,66.80597871914932,89.0746382921991,111.34329786524886,0.0022268659573049772
182,109.97809993299033,0.0,22.25782958443502,44.51565916887004,66.77348875330506,89.03131833774007,111.28914792217509,0.002225782958443502
183,109.86711603181183,0.0,22.247018638067196,44.49403727613439,66.7410559142016,88.98807455226878,111.23509319033599,0.0022247018638067197
184,109.75604829445663,0.0,22.236226700641716,44.47245340128343,66.70868010192514,88.94490680256686,111.18113350320857,0.002223622670064172
185,109.64489680567709,0.0,22.225453739005122,44.450907478010244,66.67636121701537,88.90181495602049,111.12726869502562,0.0022225453739005124
186,109.5336616502894,0.0,22.214699720154282,44.429399440308565,66.64409916046284,88.85879888061713,111.0734986007714,0.002221469972015428
187,109.42234291317365,0.0,22.203964611235616,44.40792922247123,66.61189383370686,88.81585844494246,111.01982305617808,0.0022203964611235616
188,109.31094067927371,0.0,22.193248379544322,44.386496759088644,66.57974513863297,88.77299351817729,110.96624189772162,0.0022193248379544324
189,109.19945503359716,0.0,22.182550992523606,44.36510198504721,66.54765297757082,88.73020397009442,110.91275496261805,0.002218255099252361
190,109.08788606121526,0.0,22.17187241776392,44.34374483552784,66.51561725329177,88.68748967105569,110.85936208881962,0.002217187241776392
191,108.97623384726276,0.0,22.161212623002204,44.32242524600441,66.48363786900661,88.64485049200881,110.806063115011,0.0022161212623002203
192,108.86449847693801,0.0,22.150571576121077,44.301143152242155,66.45171472836323,88.60228630448431,110.75285788060539,0.0022150571576121077
193,108.75268003550283,0.0,22.139949245148195,44.27989849029639,66.41984773544458,88.55979698059278,110.69974622574095,0.0022139949245148192
194,108.64077860828236,0.0,22.129345598255377,44.25869119651075,66.38803679476614,88.5173823930215,110.64672799127689,0.0022129345598255377
195,108.52879428066508,0.0,22.118760603757956,44.23752120751591,66.35628181127386,88.47504241503182,110.59380301878979,0.0022118760603757957
196,108.41672713810279,0.0,22.108194230113998,44.216388460227996,66.324582690342,88.43277692045599,110.54097115057,0.0022108194230114
197,108.3045772661104,0.0,22.09764644592356,44.19529289184712,66.29293933777068,88.39058578369423,110.4882322296178,0.002209764644592356
198,108.19234475026597,0.0,22.087117219927993,44.17423443985599,66.26135165978398,88.34846887971197,110.43558609963995,0.0022087117219927992
199,108.0800296762107,0.0,22.076606521009193,44.153213042018386,66.22981956302758,88.30642608403677,110.38303260504597,0.0022076606521009194
200,107.9676321296487,0.0,22.06611431818889,44.13222863637778,66.19834295456668,88.26445727275556,110.33057159094444,0.002206611431818889
201,107.85515219634705,0.0,22.055640580627912,44.111281161255825,66.16692174188374,88.22256232251165,110.27820290313957,0.0022055640580627913
202,107.74258996213564,0.0,22.0451852776255,44.090370555251,66.1355558328765,88.180741110502,110.22592638812749,0.00220451852776255
203,107.62994551290724,0.0,22.03474837861859,44.06949675723718,66.10424513585576,88.13899351447436,110.17374189309295,0.002203474837861859
204,107.51721893461733,0.0,22.024329853181097,44.048659706362194,66.07298955954329,88.09731941272439,110.12164926590549,0.00220243298531811
205,107.40441031328406,0.0,22.013929671023227,44.027859342046455,66.04178901306969,88.05571868409291,110.06964835511614,0.002201392967102323
206,107.29151973498814,0.0,22.003547801990784,44.00709560398157,66.01064340597236,88.01419120796314,110.01773900995393,0.0022003547801990784
207,107.17854728587291,0.0,21.993184216064467,43.986368432128934,65.9795526481934,87.97273686425787,109.96592108032235,0.002199318421606447
208,107.06549305214409,0.0,21.982838883359197,43.96567776671839,65.94851665007761,87.93135553343679,109.914194416796,0.00219828388833592
209,106.95235712006985,0.0,21.972511774123422,43.945023548246844,65.91753532237027,87.89004709649369,109.86255887061711,0.002197251177412342
210,106.83913957598072,0.0,21.962202858738436,43.92440571747687,65.88660857621531,87.84881143495375,109.81101429369217,0.0021962202858738437
211,106.72584050626948,0.0,21.95191210771772,43.90382421543544,65.85573632315317,87.80764843087088,109.7595605385886,0.002195191210771772
212,106.61245999739106,0.0,21.941639491706262,43.883278983412524,65.82491847511878,87.76655796682505,109.7081974585313,0.002194163949170626
213,106.49899813586268,0.0,21.93138498147988,43.86276996295976,65.79415494443965,87.72553992591952,109.6569249073994,0.002193138498147988
214,106.38545500826356,0.0,21.92114854794458,43.84229709588916,65.76344564383373,87.68459419177832,109.60574273972288,0.0021921148547944577
215,106.27183070123486,0.0,21.91093016213587,43.82186032427174,65.73279048640761,87.64372064854348,109.55465081067935,0.002191093016213587
216,106.15812530147979,0.0,21.900729795218144,43.80145959043629,65.70218938565444,87.60291918087258,109.50364897609073,0.0021900729795218143
217,106.0443388957634,0.0,21.890547418483976,43.78109483696795,65.67164225545193,87.5621896739359,109.45273709241988,0.0021890547418483976
218,105.93047157091256,0.0,21.880383003353533,43.760766006707065,65.64114901006059,87.52153201341413,109.40191501676766,0.002188038300335353
