,Pressure,25 mm,50 mm,75 mm,100 mm,125 mm
55,33.333333333333336,77.76096316104237,77.76096316104237,77.76096316104237,77.76096316104237,77.76096316104237
56,33.93939393939394,79.17479885487948,79.17479885487948,79.17479885487948,79.17479885487948,79.17479885487948
57,34.54545454545455,80.58863454871663,80.58863454871663,80.58863454871663,80.58863454871663,80.58863454871663
58,35.151515151515156,82.00247024255377,82.00247024255377,82.00247024255377,82.00247024255377,82.00247024255377
59,35.75757575757576,83.4163059363909,83.4163059363909,83.4163059363909,83.4163059363909,83.4163059363909
60,36.36363636363637,84.83014163022803,84.83014163022803,84.83014163022803,84.83014163022803,84.83014163022803
61,36.96969696969697,86.24397732406516,86.24397732406516,86.24397732406516,86.24397732406516,86.24397732406516
62,37.57575757575758,87.65781301790228,87.65781301790228,87.65781301790228,87.65781301790228,87.65781301790228
63,38.18181818181818,89.07164871173941,89.07164871173941,89.07164871173941,89.07164871173941,89.07164871173941
64,38.78787878787879,90.48548440557656,90.48548440557656,90.48548440557656,90.48548440557656,90.48548440557656
65,39.3939393939394,91.8993200994137,91.8993200994137,91.8993200994137,91.8993200994137,91.8993200994137
66,40.0,93.31315579325081,93.31315579325081,93.31315579325081,93.31315579325081,93.31315579325081
67,40.60606060606061,94.72699148708796,94.72699148708796,94.72699148708796,94.72699148708796,94.72699148708796
68,41.21212121212121,96.14082718092509,96.14082718092509,96.14082718092509,96.14082718092509,96.14082718092509
69,41.81818181818182,97.55466287476223,97.55466287476223,97.55466287476223,97.55466287476223,97.55466287476223
70,42.42424242424242,98.96849856859934,98.96849856859934,98.96849856859934,98.96849856859934,98.96849856859934
71,43.03030303030303,100.38233426243649,100.38233426243649,100.38233426243649,100.38233426243649,100.38233426243649
72,43.63636363636364,101.79616995627363,101.79616995627363,101.79616995627363,101.79616995627363,101.79616995627363
73,44.24242424242424,103.21000565011076,103.21000565011076,103.21000565011076,103.21000565011076,103.21000565011076
74,44.84848484848485,104.6238413439479,104.6238413439479,104.6238413439479,104.6238413439479,104.6238413439479
75,45.45454545454545,106.03767703778502,106.03767703778502,106.03767703778502,106.03767703778502,106.03767703778502
76,46.06060606060606,107.45151273162216,107.45151273162216,107.45151273162216,107.45151273162216,107.45151273162216
77,46.66666666666667,108.8653484254593,108.8653484254593,108.8653484254593,108.8653484254593,108.8653484254593
78,47.27272727272727,110.27918411929643,110.27918411929643,110.27918411929643,110.27918411929643,110.27918411929643
79,47.87878787878788,111.69301981313356,111.69301981313356,111.69301981313356,111.69301981313356,111.69301981313356
80,48.484848484848484,113.10685550697069,113.10685550697069,113.10685550697069,113.10685550697069,113.10685550697069
81,49.09090909090909,114.52069120080783,114.52069120080783,114.52069120080783,114.52069120080783,114.52069120080783
82,49.696969696969695,115.93452689464496,115.93452689464496,115.93452689464496,115.93452689464496,115.93452689464496
83,50.303030303030305,117.34836258848209,117.34836258848209,117.34836258848209,117.34836258848209,117.34836258848209
84,50.909090909090914,118.76219828231923,118.76219828231923,118.76219828231923,118.76219828231923,118.76219828231923
85,51.515151515151516,120.17603397615636,120.17603397615636,120.17603397615636,120.17603397615636,120.17603397615636
86,52.121212121212125,121.5898696699935,121.5898696699935,121.5898696699935,121.5898696699935,121.5898696699935
87,52.72727272727273,123.00370536383063,123.00370536383063,123.00370536383063,123.00370536383063,123.00370536383063
88,53.333333333333336,124.41754105766776,124.41754105766776,124.41754105766776,124.41754105766776,124.41754105766776
89,53.93939393939394,125.8313767515049,125.8313767515049,125.8313767515049,125.8313767515049,125.8313767515049
90,54.54545454545455,127.24521244534203,127.24521244534203,127.24521244534203,127.24521244534203,127.24521244534203
91,55.151515151515156,128.65904813917916,128.65904813917916,128.65904813917916,128.65904813917916,128.65904813917916
92,55.75757575757576,130.0728838330163,130.0728838330163,130.0728838330163,130.0728838330163,130.0728838330163
93,56.36363636363637,131.48671952685345,131.48671952685345,131.48671952685345,131.48671952685345,131.48671952685345
94,56.96969696969697,132.90055522069056,132.90055522069056,132.90055522069056,132.90055522069056,132.90055522069056
95,57.57575757575758,134.3143909145277,134.3143909145277,134.3143909145277,134.3143909145277,134.3143909145277
96,58.18181818181819,135.72822660836485,135.72822660836485,135.72822660836485,135.72822660836485,135.72822660836485
97,58.78787878787879,137.14206230220196,137.14206230220196,137.14206230220196,137.14206230220196,137.14206230220196
98,59.3939393939394,138.55589799603914,138.55589799603914,138.55589799603914,138.55589799603914,138.55589799603914
99,60.0,139.96973368987622,139.96973368987622,139.96973368987622,139.96973368987622,139.96973368987622
